bioproject_id	phs_accession	organism	name	protocols_inferred	disease_categories	sra_run_count	description
671295		Homo sapiens	HuBMAP: A 3-D Tissue Map of the Human Lymphatic System	spatial	neurological		The major goal of the 3-D Tissue Map of the Human Lymphatic System is to use microscopic and biomolecular procedures to facilitate co-registration pipelines and common 3D reconstruction algorithms. Ti
1276164		Homo sapiens	INCLUDE: Down syndrome early post-natal basal forebrain multiome	multiome	neurological|developmental|normal		Neurodevelopmental deficiencies and neuronal dysfunction contribute to cognitive impairment in individuals with Down syndrome, but what molecular pathways underlie the defects that lead to intellectua
1312893		Homo sapiens	Exome and multi-site bulk and scRNA-seq profiling of pleural mesothelioma	spatial|scRNA	cancer|neurological		This study comprehensively profiles pleural mesothelioma (PM) using integrated bulk DNA sequencing [whole-exome sequencing (WES)], bulk RNA-sequencing (RNA-seq), single-cell RNA-sequencing (scRNA-seq)
1023686		Homo sapiens	Circulating Genomic Determinants of Treatment Failure in Hodgkin Lymphoma		cancer		In this study, we show that the plasma representation of mutations exceeds the bulk tumor representation in most cases, making classic Hodgkin Lymphoma (cHL) particularly amenable to noninvasive profi
1227599		Homo sapiens	Single cell and spatial transcriptomics studies of Fibrosis in Prospective Registry in IBD Study at MGH and GI Disease and Endoscopy Registry	spatial	autoimmune|pulmonary|normal		Stricturing disease or fibrosis is a common complication of inflammatory bowel disease (IBD), often requiring surgical intervention. This process is caused by the abnormal deposition of extracellular 
1281733		Homo sapiens	Pyoderma gangrenosum caused by molecular uncoupling of OTULIN catalytic activity and LUBAC binding	10x_chromium|scRNA	normal		This is a single-cell RNA sequencing (scRNA-seq) study using peripheral blood mononuclear cells (PBMC) from 3 healthy donors and 2 patients with OTULIN-related Pyoderma Gangrenosum (ORP). Samples were
1373311		Homo sapiens	Well plate lineage sequencing for ultra-high-quality SNV and indel detection with single cell cycle resolution in vitro				Lineage sequencing uniquely measures somatic single nucleotide variants in dividing cells to achieve high specificity/sensitivity as well as the ability to temporally resolve variants and to relate se
810346		Homo sapiens	A Novel MIP-1 Expressing Macrophage Subtype in Bronchoalveolar Lavage Fluid from Healthy Volunteers	scRNA	normal		We perform single-cell RNA-seq on Bronchoalvaolar Lavage (BAL) fluid from 4 healthy volunteers. Overall design: single-cell RNA-seq of BAL fluid. ** The submitter declare that  the raw data files will
762948		Homo sapiens	Maintenance of Genome Sequence Integrity in Long -and Short-lived Rodent Species				In this study, we compared somatic mutation frequencies and spectra of bleomycin-treated and control fibroblasts of 5 species, i.e., mouse, guinea pig, blind mole-rat, naked mole-rat and humans, by us
389980		Homo sapiens	Homo sapiens	scRNA	cancer|normal		Follicular lymphoma (FL) is a generally incurable B-cell malignancy which has the potential to transform into highly aggressive lymphomas. Genomic studies indicate it is often a small subpopulation ra
1005705				scRNA	cancer|neurological		Patients with relapsed multiple myeloma were treated with fully-human heavy-chain-only CAR T cells (FHVH-T) targeting B-cell Maturation Antigen (BCMA), a protein expressed by multiple myeloma cells. I
946019		Homo sapiens	Analysis of donor pancreata defines the transcriptomic signature and microenvironment of early neoplastic pancreatic lesions.	10x_chromium|scRNA	neurological|normal		The adult healthy human pancreas has been poorly studied given lack of indication to obtain tissue from the pancreas in the absence of disease and rapid postmortem degradation. We obtained pancreata f
1199603		Homo sapiens	Multi-modal single-cell, spatial, and genomic analyses of human non-small cell lung cancer brain metastases	spatial|snRNA	cancer|neurological|pulmonary		We performed single nuclei RNA-sequencing (snRNA-seq) with matched T cell receptor sequencing (TCR-seq), and pool matched low pass whole genome sequencing (WGS) of 12 treatment-naive non-small cell lu
1053426		Homo sapiens	Cell Mediated Immunity in Viral Hepatitis	smart-seq|scRNA	infectious|liver|normal		To assess the immune correlates of viral hepatitis cure, we studied changes in the liver myeloid compartment pre-treatment and three months post-DAA (direct-acting antiviral treatment medication) in c
1168591		Homo sapiens	Single-Cell Transcriptomic Analysis of Kaposi Sarcoma	10x_chromium|scRNA	cancer|neurological|infectious		Summary: Single-cell transcriptome analysis of skin and blood samples from individuals with Kaposi's sarcoma Aims: Elucidate the cellular composition and gene expression profiles of Kaposi sarcoma her
849982		Homo sapiens	Colitis associated with immune checkpoint inhibitors [blood_cells]	cite-seq|snRNA|scRNA	autoimmune		In this study we set investigate four aspects of irColitis that are vital  to the pathogenesis of most immunotherapy related adverse events: (1) the  interactions between CD8 T cells and other immune,
671483		Homo sapiens	Transcriptomic and clonal characterization of T-cells in the human central nervous system	scRNA	neurological|normal		The cerebrospinal fluid (CSF) is thought to be a main route for immune surveillance in the central nervous system (CNS). Understanding the composition and state of CSF in healthy individuals may provi
1101984	phs001188	Homo sapiens	Type 2 Diabetes Specific Spatial Differential Gene Expression in Pancreas Visium Data	10x_chromium|spatial	neurological|metabolic|normal		Understanding the spatial distribution of gene expression in the pancreas could provide new insights into its function and islet biology. Visium spatial gene expression is a powerful tool for quantify
1157919		Homo sapiens	A matrix metalloproteinase biosensor-functionalized metastasis-on-a-chip platform for evaluating adrenocortical carcinoma progression	snRNA	cancer|neurological|kidney|normal		Adrenocortical carcinoma (ACC) is a rare endocrine cancer with a poor prognosis for which treatment options are limited. We hypothesized that intratumoral heterogeneity, which has been associated with
348785		Homo sapiens	Homo sapiens	scRNA	cancer|normal		This repository contains sequencing data to describe the genomic profiles of several B-cell lymphomas including follicular lymphoma and Hodgkin lymphoma. We have used several different high throughput
679644		Homo sapiens	Development of tools for cell-type specific labeling of neocortical neurons	atac|snRNA|scRNA	neurological|developmental		A complete epigenomic map of human brain cell types will be necessary to fully understand their genetic regulation, and to create the next generation of non-species-restricted genetic tools for their 
1294240		Homo sapiens	Neuronal-Activity Dependent Mechanisms of Small Cell Lung Cancer Pathogenesis	10x_chromium	cancer|neurological|pulmonary|developmental		Neural activity is increasingly recognized as a crucial regulator of cancer growth. In the brain, neuronal activity robustly influences glioma growth both through paracrine mechanisms and through elec
1276617		Homo sapiens	Single-cell RNA-seq profiling of peripheral immune responses to severe infection in Uganda	10x_chromium|scRNA	infectious		We conducted a prospective observational study (RESERVE-U-2-TOR) of adults admitted to Tororo General Hospital in eastern Uganda with severe, undifferentiated infection (i.e., suspected sepsis). Perip
794244		Homo sapiens	Single-cell analysis of Somatic Mutations in Human Bronchial Epithelial Cells in Relation to Aging and Smoking		cancer|pulmonary|normal		While lung cancer risk among smokers is dependent on smoking dose, it remains unknown if this increased risk reflects an increased rate of somatic mutation accumulation in normal lung cells. Here we a
1181752	phs003848	Homo sapiens	Single-cell RNA-seq of peripheral blood links cell-type-specific regulation of splicing to autoimmune and inflammatory diseases [scRNAseq_JP_RIK]	scRNA	autoimmune|normal		Alternative splicing is pivotal in the genetics of complex traits, but a detailed understanding requires relevant cell types from diverse genetic ancestries. Here, we described cell-type-specific, sex
942022		Homo sapiens	Identification of high-risk PHF19 expressing cells in myeloma single cell multiomics	atac|scRNA	cancer		The aim of this study is to identify novel subsets of cells that are associated with progression and response to treatment. In this project, we study the tumor fraction from 49 myeloma patients across
479863		Homo sapiens	Targeting individual cells by barcode in pooled sequence libraries	10x_chromium			Purpose: Selectively sequence desired single cells from pooled single cell libraries Overall design: 10X libraries were prepared from two FACs sorted populations (HLA-DR and CD19) followed by enrichme
1368932		Homo sapiens	Single cell and spatial transcriptomic profiling of pustule formers and resolvers of Haemophilus ducreyi infection following a second challenge	spatial|scRNA	neurological|infectious		In this study, the cutaneous immune response of individuals who previously formed pustules (N=4) or who previously spontaneously resolved disease following Haemophilus ducreyi inoculation (N=4) were c
722058		Homo sapiens	The Role of Myeloid Cells in Parkinson's Disease		neurological|normal		The Myeloid cells in Neurodegenerative Diseases (MyND) initiative is a collaborative effort with the goal of creating a multi-omic atlas of myeloid cells from the periphery and from autopsied brains o
690251		Homo sapiens	Integrated analysis of multimodal single-cell data	cite-seq	infectious|normal		The simultaneous measurement of multiple modalities, known as multimodal analysis, represents an exciting frontier for single-cell genomics and necessitates new computational methods that can define c
1023685		Homo sapiens	Circulating Genomic Determinants of Treatment Failure in Hodgkin Lymphoma		cancer		In this study, we show that the plasma representation of mutations exceeds the bulk tumor representation in most cases, making classic Hodgkin Lymphoma (cHL) particularly amenable to noninvasive profi
926595		Homo sapiens	Non-small Cell Lung Cancer Brain Metastasis Atlas [single nuclei RNAseq]	snRNA	cancer|neurological|pulmonary|normal		We performed single nuclei RNA-sequencing (snRNA-seq) with matched T cell receptor sequencing (TCR-seq), and pool matched low pass whole genome sequencing (WGS)  of 12 treatment-naïve non-small cell l
671322		Homo sapiens	HuBMAP Single-Cell Data from Human Tissues	spatial|atac	neurological		The small bowel and colon are organs critical for maintaining homeostasis of the human body by mediating nutritional absorption upon the ingestion of food. Though both organs are extensive in length, 
1107270		Homo sapiens	B cell directed CAR-T cell therapy results in activation of CD8+ cytotoxic CAR-negative bystander T cells in both non-human primates and patients (human)	scRNA			There is growing appreciation for the emergence of CARneg bystander T cells after CAR-T cell infusion. However, their phenotypic and transcriptomic hallmarks and mechanisms of activation remain uncert
842223		Homo sapiens	Multi-modal skin atlas associates a multicellular immune-stromal community with altered cornification and T cell expansion in atopic dermatitis [scRNAseq_VDJ]	10x_chromium|atac|scRNA	neurological|autoimmune|normal		In healthy skin, a cutaneous immune system maintains balance between tolerance towards innocuous environmental antigens and immune responses against pathological agents, but in atopic dermatitis (AD),
890375		Homo sapiens	Single cell transcriptomic data from CD4+ T cells from children with MIS-C	scRNA	autoimmune|infectious|developmental		Multisystem inflammatory syndrome in children (MIS-C) is a severe complication of SARS-CoV-2 infections in the pediatric population characterized by fever, multi-organ involvement and systemic inflamm
1078932		Homo sapiens	Spatial transcriptomics reveals discrete tumour microenvironments and autocrine loops within ovarian cancer subclones	10x_chromium|spatial	cancer|neurological|normal		Ovarian masses from patients with high grade serous ovarian carcinoma undergoing debulking surgery were subjected to spatial transcriptomics profiling using the 10x Genomics Visium (fresh frozen) plat
671321		Homo sapiens	HuBMAP Single-Cell Data from Human Tissues	spatial|atac	neurological		The small bowel and colon are organs critical for maintaining homeostasis of the human body by mediating nutritional absorption upon the ingestion of food. Though both organs are extensive in length, 
1009671		Homo sapiens	Single-cell  transcription and chromatin accessbility profiles of IDH mutant gliomas	10x_chromium|atac|scRNA	cancer		we use single cell RNA-seq and ATAC-seq to understand the cell states and epigenetic states of IDH mutant gliomas, including the condition with DNMT1 inhibitor treatment Overall design: Primary IDH mu
609183		Homo sapiens	A single-cell and single-nucleus RNA-Seq toolbox for fresh and frozen human tumors	snRNA|scRNA	cancer|neurological		Single cell transcriptomics is a powerful tool to map the complex tumor microenvironment, providing unprecedented resolution into cell types, cell states, cell interactions, and tumor heterogeneity. D
660743		Homo sapiens	Transcriptomic and clonal characterization of T cells in the human central nervous system	snRNA|scRNA	neurological|normal		Tissues develop unique homeostatic immune states through specific recruitment of immune cells that are further shaped by the tissue environment. Here, we use single-cell RNA and TCR sequencing of heal
587118	phs001861	Homo sapiens	Single-cell analysis reveals new evolutionary complexity in uveal melanoma	10x_chromium|scRNA	cancer|neurological		Uveal melanoma (UM) is a highly metastatic cancer that, in contrast to cutaneous melanoma, is largely unresponsive to checkpoint immunotherapy. In this study we interrogate the tumour microenvironment
430902		Homo sapiens	Single cell RNA-seq analysis of freshly isolated synovial fibroblasts in patients with rheumatoid arthritis or osteoarthritis	scRNA	autoimmune		Transcriptomics of distinct subpopulations of synovial fibroblasts from osteoarthritis and rheumatoid arthritis arthroplasty tissues. Overall design: We gated synovial fibroblasts by protein surface m
1305033		Homo sapiens	Functional and dysfunctional T regulatory cell states in human tissues in RA and other autoimmune arthritic diseases		autoimmune|normal		This study includes newly generated regulatory T cell datasets derived from peripheral blood and synovial fluid samples obtained from adult patients with rheumatoid arthritis. These samples were colle
999323		Homo sapiens	SARS-CoV-2 infection elucidates unique features of pregnancy-specific immunity [GEX]	10x_chromium	infectious		Pregnancy is a risk factor for increased severity of SARS-CoV-2 and other respiratory infections. The mechanisms underlying this risk have not been well-established, partly due to limited understandin
859193	phs003427	Homo sapiens	Single-Cell Profiling of Premature Neonate Airways Reveals a Continuum of Myeloid Differentiation	scRNA	neurological|pulmonary|developmental		Single-cell genomic technologies hold great potential to advance our understanding of lung development and disease. A major limitation lies in accessing intact cells from primary lung tissues for prof
664057		Homo sapiens	Lung transplantation for patients with severe COVID-19	10x_chromium|scRNA	pulmonary|infectious|normal		Lung transplantation can potentially be a life-saving treatment for patients with non-resolving COVID-19-associated respiratory failure. Concerns limiting transplant include recurrence of SARS-CoV-2 i
1373313		Homo sapiens	RNAseq of human nasal epithelial cultures infected with rhinovirus	scRNA	neurological|pulmonary|infectious		Rhinovirus (RV) is the most frequent cause of common colds, but also a major cause of serious respiratory illness in high-risk groups (e.g., smokers and asthmatics). The molecular mechanisms leading t
811185		Homo sapiens	Multi-omics analyses of changes in the tumor microenvironment of pancreatic adenocarcinoma following neoadjuvant treatment with anti-PD-1 antibody	scRNA	cancer|normal		Successful pancreatic ductal adenocarcinoma (PDAC) immunotherapy necessitates optimization and maintenance of activated effector T cells (Teffs). We prospectively collected and applied multi-omics ana
1281738		Homo sapiens	B cell lymphocytosis and reprogramming due to a CARD11 bi-allelic gain-of-function mutation	10x_chromium|scRNA	normal		This is a single-cell RNA sequencing (scRNA-seq) study using peripheral blood mononuclear cells (PBMC) from 2 healthy donors and 2 patients with B cell Expansion with NF-_B and T cell Anergy (BENTA). 
981556		Homo sapiens	Single cell RNAseq of peripheral blood mononuclear cells from children with mitochondrial disease	scRNA	developmental|normal		Mitochondria are nearly ubiquitous in all cells, suggesting that mitochondrial dysfunction may extend to the immune system.  In this study, we utilized Single-Cell RNA sequencing (scRNA-seq) to charac
895089		Homo sapiens	Decoding the endometrial niche of Asherman's syndrome at single-cell resolution [organoids]	scRNA	neurological|autoimmune|normal		Asherman’s Syndrome is characterized by intrauterine adhesions or scarring, which cause infertility, menstrual abnormalities, and recurrent pregnancy loss. The pathophysiology of this syndrome remains
962196		Homo sapiens	Genetic analysis of skin cells	10x_chromium|spatial	cancer|normal		Cutaneous squamous cell carcinoma (cSCC) is a form of skin cancer originating from keratinocytes in the skin. They have high mutation burdens, primarily driven by UV-radiation-induced DNA damage. The 
734667		Homo sapiens	Tissue and Fluid Analysis in Ocular Inflammatory Disease	scRNA	autoimmune		Granulomas are found in multiple infectious and non-infectious human diseases, yet the pathogenic drivers of granulomatous disease are still poorly understood. To enrich for pathologic inflammatory ce
728702		Homo sapiens	Multiplexed scRNA-seq reveals the cellular and genetic correlates of systemic lupus erythematosus	scRNA	neurological|autoimmune|normal		Systemic lupus erythematosus (SLE) is a heterogeneous autoimmune disease. Knowledge of circulating immune cell types and cell states associated with SLE remains incomplete. We profiled over 1.2 millio
768495		Homo sapiens	The Spatio-Temporal Evolution of Multiple Myeloma from Baseline to Relapse-Refractory States	spatial	cancer		In multiple myeloma, the spatio-temporal evolution patterns of cancer cells in the bone marrow remain largely unknown. Here, we applied spatial-longitudinal sequencing, including a total of 179 sample
552370			Single-cell connectomic analysis of adult mammalian lungs	scRNA	pulmonary		Single-cell RNA sequencing (scRNAseq) has made it possible to analyze complex organs such as the lung with unprecedented resolution. We have leveraged these techniques to identify conserved patterns o
987021		Homo sapiens	Microvascular Permeability, Inflammation, and Lesion Physiology in Endometriosis: A Microphysiological Systems Approach	scRNA			The goal of the study is to identify novel molecular pathways involved in the etiology of endometriosis and to develop in vitro model systems to enable the study of the mechanisms regulating reproduct
1254327		Homo sapiens	Human Body Single-Cell Atlas of 3D Genome Organization and DNA Methylation		normal		Cell type specific patterns of gene expression arise from an interplay of diverse gene regulatory mechanisms, including transcription factor binding, chromatin accessibility, DNA methylation, and high
972295		Homo sapiens	Comparative single-cell analyses identify shared and divergent features of human and mouse kidney development [human snRNA-seq]	atac|snRNA	developmental|kidney		Mammalian kidneys maintain fluid homeostasis through the cellular activity of nephrons and the conjoined collecting system. Each epithelial network originates from distinct progenitor cell populations
884477		Homo sapiens	Nanobody-tethered Transposition Allows for Multifactorial Chromatin Profiling at Single-cell Resolution				Chromatin states are functionally defined by a complex combination of histone modifications, transcription factor binding, DNA accessibility, and other factors. However, most current single-cell-resol
1151150		Homo sapiens	Single cell and spatial transcriptomic profiling of Haemophilus ducreyi infection	10x_chromium|spatial	neurological|infectious		We investigated the immune response in end-point pustules formed by Haemophilus ducreyi in volunteers using an experimental infection model. Six volunteers were infected in the skin of the upper arm a
1431453	phs004521	Homo sapiens	Myofibroblast programming blocks differentiation of TLS-organizing fibroblastic reticular cells in pancreatic cancer	10x_chromium|spatial	cancer|neurological		Pancreatic ductal adenocarcinoma (PDAC) is considered an immunologically cold cancer type. This perception is due to its rapid progression, strong presence of immunosuppressive cells and lack of respo
622590		Homo sapiens	Genome-wide transcriptome analysis of the STAT6-regulated genes in advanced-stage cutaneous T-cell lymphoma [scRNA-seq]	scRNA	cancer|normal		The signal transducer and activator of transcription 6 (STAT-6) is a critical up-stream mediator of IL-13 and IL-4 signaling and is constitutively activated in malignant lymphocytes from Sezary syndro
736762		Homo sapiens	Circulating tumor cell heterogeneity in neuroendocrine prostate cancer by single cell copy number analysis		cancer|neurological		Neuroendocrine prostate cancer (NEPC) is an aggressive variant of prostate cancer that may arise de novo or develop from pre-existing prostate adenocarcinoma as a mechanism of treatment resistance. Co
731585		Homo sapiens	Transcriptome and Epigenome of TIL infusion for cancer immunotherapy	atac	cancer		Adoptive T cell therapy (ACT) using ex vivo_expanded autologous tumor-infiltrating lymphocytes (TILs) can mediate complete regression of certain human cancers. The impact of TIL phenotypes on clinical
533470		Homo sapiens	Single cell RNA-seq profiling of two bladder cancer specimen	scRNA	cancer		To explore the heterogeneity of stromal compartment of bladder cancer, we performed scRNAseq on two muscle-invasive bladder cancer specimens Overall design: After sorting into CD45-negative and CD45-p
679643		Homo sapiens	Development of tools for cell-type specific labeling of neocortical neurons	atac|snRNA|scRNA	neurological|developmental		A complete epigenomic map of human brain cell types will be necessary to fully understand their genetic regulation, and to create the next generation of non-species-restricted genetic tools for their 
1148226		Homo sapiens	Single Cell RNA-sequencing of BCG naïve and recurrent non-muscle invasive bladder cancer reveals a CD6/ALCAM-mediated immune-suppressive pathway	scRNA	cancer|neurological|autoimmune		Non-muscle invasive bladder cancer (NMIBC) represents 70_80% patients with newly diagnosed bladder cancer, and Bacillus Calmette-Guerin (BCG) remains a cornerstone treatment for intermediate- and high
1171812		Homo sapiens	Mast cell heterogeneity in human nasal polyps	scRNA	neurological|autoimmune		Mast cells (MCs) expressing a distinctive protease phenotype (MCTs) selectively expand within the epithelium of human mucosal tissues during type 2 (T2) inflammation. While MCTs are phenotypically dis
563710		Homo sapiens	Next-generation sequencing analysis to compare expression pattern of relapse and baseline "GMP pattern" MDS samples	scRNA			Transcriptional changes occurring in the expanding LMPP population of "GMP pattern" MDS patients with blast expansion post-HMA failure were compared with the transcriptional profile of untreated (base
671245		Homo sapiens	HubMAP: A Spatially Resolved Molecular Atlas of Human Endothelium	spatial|atac	neurological|cardiovascular|normal		The human circulatory system plays a vital role in the proper functioning of every organ in the human body. Because vascular related diseases, such as atherosclerosis, do not occur homogeneously throu
1438241		Homo sapiens	Multi-modal profiling reveals epithelial hierarchy disorganization underlying field cancerization in head and neck cancer	multiome|snRNA	cancer|neurological|normal		Local recurrence rates in head and neck squamous cell carcinoma (HNSCC) exceed 50%, potentially due to field cancerization, a phenomenon where tissue that appears normal microscopically actually harbo
1162826		Homo sapiens	Evaluating Novel Therapeutic Strategies to Enhance CAR-T Cell Efficacy Using Patient-Derived Organotypic Tumor Spheroids	10x_chromium|scRNA	cancer|neurological		Novel therapeutic strategies are needed to improve the efficacy of chimeric antigen receptor (CAR)-T cells in the treatment of solid tumors. Multiple tumor microenvironmental factors are thought to co
1010893		Homo sapiens	MILK-Omics: Systems Biology of Human Milk and its Links to Maternal and Infant Health	scRNA	normal		The primary objective of the project is to generate a systems-level view of human milk in the context of healthy mothers and their term infants. The study uses biospecimens and clinical data from the 
819406		Homo sapiens	Novel insights into pulmonary phosphate homeostasis and osteoclastogenesis emerge from the study of pulmonary alveolar microlithiasis.	10x_chromium	pulmonary|normal		Pulmonary alveolar microlithiasis (PAM) is an autosomal recessive lung disease caused by a deficiency in the pulmonary epithelial Npt2b sodium-phosphate co-transporter that results in accumulation of 
734668		Homo sapiens	Tissue and Fluid Analysis in Ocular Inflammatory Disease	scRNA	autoimmune		Granulomas are found in multiple infectious and non-infectious human diseases, yet the pathogenic drivers of granulomatous disease are still poorly understood. To enrich for pathologic inflammatory ce
1133820		Homo sapiens	Deep longitudinal immune profiling reveals reprogramming of memory T cells that links to B cell dysregulation with age	10x_chromium|scRNA	neurological|infectious|normal		Immune aging is a dynamic process shaped by time and external perturbation. Here, we sought to untangle the complexity of the healthy human immunity across age using deep molecular profiling. Applying
800565		Homo sapiens	IFN-γ and TNF-α drive a CXCL10+ CCL2+ macrophage phenotype expanded in severe COVID-19 lungs and inflammatory diseases with tissue inflammation		neurological|autoimmune|pulmonary|infectious		We explored how the human macrophages response to different inflammatory factors, focusing particularly on the effects of antiviral interferons (IFN-beta and IFN-gamma), pro-inflammatory cytokines suc
810726		Homo sapiens	Transcriptomic Atlas of Embryonic Human Craniofacial Development	scRNA	neurological|developmental|normal		A majority of craniofacial development occurs early in pregnancy and to fully understand how craniofacial defects arise, it is essential to observe gene expression during this critical time period. To
1000653		Homo sapiens	Patient-derived models of prostate cancer	scRNA	cancer		1. Low-Dose Carboplatin Modifies the Tumor Microenvironment to Augment CAR T Cell Efficacy in Human Prostate Cancer Models.Single-cell RNA sequencing (scRNA-seq) was performed to analyze the transcrip
498740		Homo sapiens	Pancreatic adenocarcinoma human organoids share structural and genetic features with primary tumors	scRNA	cancer		Patient-derived pancreatic ductal adenocarcinoma (PDAC) organoid systems show great promise for understanding the biological underpinnings of disease and advancing therapeutic precision medicine. Desp
762947		Homo sapiens	Maintenance of Genome Sequence Integrity in Long -and Short-lived Rodent Species				In this study, we compared somatic mutation frequencies and spectra of bleomycin-treated and control fibroblasts of 5 species, i.e., mouse, guinea pig, blind mole-rat, naked mole-rat and humans, by us
713777		Homo sapiens	IFN-γ and TNF-α drive a CXCL10+ CCL2+ macrophage phenotype expanded in severe COVID-19 lungs and inflammatory diseases with tissue inflammation	10x_chromium|cite-seq	neurological|autoimmune|pulmonary|infectious|normal		We explored how the human macrophages response to different inflammatory factors, focusing particularly on the effects of antiviral interferons (IFN-β and IFN-γ), pro-inflammatory cytokines such as TN
545751		Homo sapiens	A single cell transcriptomic analysis of human neocortical development		neurological|developmental		Defining the number, proportion, or lineage of distinct cell types in the developing human brain is an important goal of modern brain research. We produced single cell transcriptomic profiles for 40,0
1276621		Homo sapiens	Single cell transcriptional analysis of human adenoids identifies molecular features of airway microfold cells	snRNA	infectious		We aimed to characterize the cellular composition and molecular features of the human adenoid, a mucosa-associated lymphoid tissue located in the upper airway, with a focus on epithelial populations i
1052879		Homo sapiens	Combinatorial Indexed 10x Genomics Single-cell ATAC-seq on Human Cerebral Cortex	10x_chromium|atac	neurological		Single-cell chromatin accessibility profiling (scATAC) using droplet fluidics (10x Genomics) is inherently limited in throughput due to the number of available indexed droplets. This study leverages s
821464		Homo sapiens	Protracted neuronal recruitment in the temporal lobe of young children	spatial|snRNA	neurological		The human brain's temporal lobe contains the entorhinal cortex (EC), a highly interconnected integrative hub for sensory and spatial information; key for episodic memory formation and the primary sour
484965		Homo sapiens	Altered oligodendrocyte heterogeneity in Multiple sclerosis.	snRNA	neurological|metabolic|developmental|normal		Oligodendrocyte (OL) pathology is increasingly implicated in neurodegenerative diseases, as they are involved in metabolic support of axons and functional cross-talk with other brain cells. Rodent OLs
985376		Homo sapiens	Integrated Analysis of Multimodal Single-Cell Datasets for SARS-CoV-2 Vaccination	cite-seq	infectious|developmental		The study aimed to explore immune responses during a time course of BNT162b2 mRNA vaccination. To better characterize these responses, we utilize a suite of multi-modal single-cell sequencing technolo
1305034		Homo sapiens	Functional and dysfunctional T regulatory cell states in human tissues in RA and other autoimmune arthritic diseases		autoimmune|normal		This study includes newly generated regulatory T cell datasets derived from peripheral blood and synovial fluid samples obtained from adult patients with rheumatoid arthritis. These samples were colle
1020977		Homo sapiens	Single-cell profiling of premature neonate airways reveals a continuum of myeloid differentiation		neurological|developmental|normal		We set out to develop a reference single-cell transcriptomic profile of airway aspirate samples from extremely premature neonates (collected within an hour of birth). In this study, we profiled sample
884478		Homo sapiens	Nanobody-tethered Transposition Allows for Multifactorial Chromatin Profiling at Single-cell Resolution				Chromatin states are functionally defined by a complex combination of histone modifications, transcription factor binding, DNA accessibility, and other factors. However, most current single-cell-resol
348784		Homo sapiens	Sequencing Follicular Lymphoma	scRNA	cancer|normal		This repository contains sequencing data to describe the genomic profiles of several B-cell lymphomas including follicular lymphoma and Hodgkin lymphoma. We have used several different high throughput
891776		Homo sapiens	Multi-modal single-cell and whole-genome sequencing of minute, frozen specimens to propel clinical applications [slideseq]	spatial	cancer|neurological|pulmonary|infectious|liver		We provide 5' and/or 3' single cell and single nuclei RNA sequencing data for matched comparisons of profiling from fresh (single cells) and frozen (single nuclei) samples of a non small cell lung can
1432969		Homo sapiens	The critical role of the host endogenous immune compartment after intracerebroventricular CAR T cell therapy in recurrent GBM	scRNA	cancer		In this study, we characterize the longitudinal immune dynamics of intracerebroventricular (ICV) bivalent EGFR_IL13Ralpha2 CAR T cell therapy in patients with recurrent glioblastoma (rGBM). We perform
1085795		Homo sapiens	Regulation of T cell CXCL13 production	atac	neurological|autoimmune		This study evaluated the signals that regulate production of the B cell chemoattractant CXCL13 by human CD4 T cells. Single-cell and bulk RNA-seq datasets evaluated the gene expression changes induced
767149		Homo sapiens	The Psychiatric Cell Mapping Initiative (PCMI)	10x_chromium|scRNA	neurological		We sought to characterize the cell types produced by individual human cortical progenitors and describe their lineage relationships. We labeled individual human cortical cells with a massively complex
989355		Homo sapiens	Uveal Melanoma Immunogenomics Predict Immunotherapy Resistance and Susceptibility		cancer		Immunotherapy using immune checkpoint inhibition (ICI) has shown success in treating metastatic cutaneous melanoma but has limited efficacy against metastatic uveal melanoma (UM), a rare variant arisi
740371	phs001323	Homo sapiens	Single-cell RNA-sequencing identifies immune biomarkers of response to immunotherapy in patients with high-risk Smoldering Myeloma	scRNA	cancer		Single-cell RNA-sequencing identifies immune biomarkers of response to immunotherapy in patients with high-risk Smoldering Multiple Myeloma (SMM). We conducted a Phase II trial of the immunotherapeuti
925485		Homo sapiens	Single-cell profiling of a clinically applicable lentiviral vector for the treatment of Diamond-Blackfan anemia	10x_chromium|scRNA	infectious|normal		We applied single-cell RNA sequencing analysis to study the transcriptomic landscapes of a clinically applicable lentiviral vector in RPS19-deficient CD34+ hematopoietic stem and progenitor cells Over
1149846		Homo sapiens	Dynamic evolution of fibroblasts revealed by single cell RNA sequencing of human pancreatic cancer	10x_chromium|spatial|scRNA	cancer|normal		Understanding the constituents of the pancreatic ductal adenocarcinoma (PDAC) microenvironment may illuminate more efficacious targets for treating this aggressive malignancy. However, the composition
976486		Homo sapiens	Type I interferon and cycling lymphocytes in macrophage activation syndrome	scRNA	normal		We performed immune profiling of peripheral blood mononuclear cells from patients with Still's disease and macrophage activation syndrome (MAS) using bulk RNA sequencing and single-cell RNA sequencing
1338255		Homo sapiens	Pilot Study to Investigate the Pathogenesis of Juvenile Idiopathic Arthritis	10x_chromium|spatial	neurological		The study investigates how immune and stromal cells are organized within inflamed synovium in juvenile idiopathic arthritis (JIA). Synovial tissue was obtained at clinically indicated procedures from 
1403033		Homo sapiens	Evaluation of the effects of endocrine therapy and abemaciclib on host and tumor immune cell repertoire/function in advanced ER+/HER2- breast cancer	scRNA	cancer		To characterize the advanced and metastatic breast tumor immune landscape and the impact of CDK4/6 inhibition on its composition and function, we used scRNA-seq to analyze tumor biopsies pre- and post
